pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência, o NAA deve incluí-la no bloco interno do SEI em pasta previamente criada do mês correspondente, nomeando com a informação da unidade e ""Fora do Prazo"". Em seguida, deve baixar a escala em formato PDF, arquivá-la no caminho Computador>NAA>Escalas Mensais>Ano Correspondente>Pasta da Unidade Correspondente, com o nome no padrão ""Nome da unidade_Profissional_Mês_Ano"". Por fim, o processo contendo a escala recebida é devolvido ao gestor com despacho utilizando o texto padrão ""Entrega de Escala Fora do Prazo"".",0,0,0
"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","Quando são identificadas inconsistências nas escalas de trabalho pelo Núcleo de Apoio Assistencial (NAA), a escala é devolvida ao gestor (chefia) para correção, com prazo de 96 horas para retorno da Divisão de Enfermagem e 72 horas para as demais unidades. A ação da chefia, em caso de divergência entre os horários cadastrados no sistema e os descritos na escala, é solicitar a alteração através do Formulário de Alteração de Horário Individual, disponível no SEI, encaminhando-o à Unidade de Administração de Pessoal (UAP), com informações detalhadas do empregado. Os departamentos envolvidos no processo são o NAA (que recebe e verifica as escalas), a chefia/gestor (que realiza as correções) e a UAP (que processa as alterações). As escalas são enviadas em formato PDF via processo SEI à Divisão de Gestão de Pessoas (DIVGP).",0,0,0
"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","Após a criação das pastas anuais e mensais, para inserir as escalas de trabalho, deve-se acessar a pasta correspondente, clicar em ""conteúdo"", selecionar ""adicionar arquivos"", iniciar o upload dos documentos e finalizar clicando em F5.",0,0,0
"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após preencher e assinar o formulário PROGEP: Requerimento de Benefícios, para anexar a Declaração de Dispensa, deve-se selecionar a opção ""Incluir Documento"", escolher o Tipo do Documento como ""Externo"", preencher na próxima tela o Tipo do Documento como ""Declaração"", a data do documento, o Número/Nome na Árvore como ""Justiça Eleitoral"", o formato, o nível de acesso e a hipótese legal, anexar o arquivo a partir dos documentos do servidor e, após concluído, clicar em ""Confirmar Dados"".",0,0,0
"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Os servidores RJU devem ser cadastrados no sistema SIP para ter acesso ao SEI EBSERH. O procedimento é o seguinte:

1. **Cadastro do servidor no SIP**:  
   - Acessar o sistema SIP.  
   - Clicar em “Usuários” e depois em “Novo”.  
   - Preencher os dados:  
     - Orgão: HE-UFPEL  
     - Sigla: usuário do servidor (usuário de acesso aos sistemas EBSERH e/ou e-mail EBSERH)  
     - Nome: nome completo do servidor  
     - ID Origem: (em branco)  
   - Salvar.

2. **Cadastro das permissões no SEI EBSERH**:  
   - No SIP, clicar em “Permissões” e depois em “Nova”.  
   - Preencher os campos:  
     - Orgão do Sistema: SEDE  
     - Sistema: SEI  
     - Orgão da Unidade: HE-UFPEL  
     - Orgão do Usuário: HE-UFPEL  
     - Perfil: Básica  
     - Unidade: unidade de lotação do servidor  
     - Usuário: sigla do servidor (no formato nome.sobrenome)  
   - Salvar.

3. **Ações específicas**:  
   - **Alteração de lotação**: incluir a data final na permissão vigente e cadastrar uma nova permissão para o usuário com a nova unidade.  
   - **Vacância**: incluir a data final na permissão vigente.",0,0,0
"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",O formulário deve ser entregue com 15 dias de antecedência da data da efetiva mudança de lotação.,0,0,0
"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?","O tempo médio da higienização simples das mãos com água e sabonete é de 40 a 60 segundos, e o tempo médio da fricção antisséptica das mãos com preparações alcoólicas é de 30 segundos.",0,0,0
"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?",O tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos é de 03 a 05 minutos para a primeira cirurgia e de 02 a 03 minutos para as cirurgias subsequentes.,0,0,0
"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","A nota registrada no AGHU para precaução de contato por bactéria multirresistente deve conter: nome do microrganismo, sítio/material coletado, data da coleta e a observação ""REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO"".",0,0,0
"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?","A higienização das mãos com água e sabonete líquido deve durar entre 40 e 60 segundos, e com preparação alcoólica, entre 20 e 30 segundos.",0,0,0
"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Os materiais necessários são: armário exclusivo para armazenamento de medicamentos ou produtos investigacionais, computador com internet, geladeira (quando necessário) ou refrigeradores científicos, pasta de controle de lotes recebidos, termômetro, blocos de gelo (gelox), caixa rígida térmica, caneta, datalogger de temperatura e termo-higrômetro.",0,0,0
"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Os equipamentos que devem ser de uso individual para cada paciente são estetoscópio, esfigmomanômetro, termômetro e oxímetro, entre outros similares, devendo ser mantidos na área do paciente. Caso não haja disponibilidade de material individual, esses equipamentos devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para reutilização.",0,0,0
"Quais são os materiais necessários para a implementação da precaução para gotículas, conforme descrito no documento?","Os materiais necessários são: água corrente, sabonete líquido ou preparação alcoólica, papel toalha, máscara cirúrgica descartável, equipamento de precaução padrão conforme o MA.HE.004 Manual de Biossegurança e Precauções na Assistência, e placa de identificação da precaução.",0,0,0
"Quais são os Equipamentos de Proteção Individual (EPIs) necessários para a assistência a pacientes em precaução para aerossóis, conforme mencionado no documento?","Os EPIs necessários para assistência a pacientes em precaução para aerossóis são: máscara de alta eficiência (N95, PFF2 ou PFF3), avental, luvas e óculos ou protetor facial. Esses itens estão indicados conforme o manual MA.HE.004, com especificação explícita do uso de máscara respiratória de alta eficiência durante a permanência no quarto do paciente.",0,0,0
"De acordo com o documento, quais são os passos a serem seguidos para a realização da tricotomia pré-operatória, incluindo a preparação do paciente e o descarte do material?","Os passos para a tricotomia pré-operatória, conforme os documentos, incluem: conferir a identificação do paciente; informar o paciente sobre o procedimento e a área a ser preparada; higienizar as mãos; providenciar iluminação adequada; manter a privacidade do paciente, expondo apenas a área a ser tricotomizada; proteger os lençóis da cama ou maca; calçar luvas; adaptar a lâmina descartável no tricotomizador e testar seu funcionamento; esticar a pele, manter o tricotomizador em ângulo de 15 a 30 graus e realizar a tricotomia sem pressionar com força; remover os pelos com toalha de papel descartável à medida que são cortados; pressionar suavemente a fita crepe adesiva na área tricotomizada para remover pelos residuais; encaminhar o paciente para banho de aspersão ou leito, higienizando a área com água morna e sabão antisséptico; substituir os lençóis; dar destino adequado aos materiais utilizados; limpar o tricotomizador conforme as instruções do fabricante; e registrar o procedimento no prontuário do paciente.",0,0,0
"Quais são os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal, de acordo com o documento?","Os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal são: paramentação indicada para precaução de contato (conforme MA.HE.004), coletor de secreção de vias aéreas, clorexidina aquosa ou degermante, etiqueta com identificação do paciente e o local de coleta, gaze estéril, kit swab (swabs e tubos estéreis), pote de EQU, soro fisiológico 0,9% 100 mL e sonda de aspiração.",0,0,0
"De acordo com o documento, qual o procedimento a ser adotado para a coleta de amostra de paciente entubado para diagnóstico de infecções virais no trato respiratório superior?","Para pacientes entubados com casos graves, pode-se proceder à coleta de aspirado da secreção traqueal.",0,0,0
"De acordo com o documento, qual a solução recomendada para a nebulização em caso de coleta de escarro induzido, especificando a composição e advertindo sobre uma possível substância a ser evitada?","A solução recomendada é a solução salina a 3%, preparada com 5 ml de Soro Fisiológico 0,9% e 0,5 ml de NaCl 20%, para nebulização durante 15 minutos. Deve-se evitar o uso de solução preparada com água destilada e NaCl devido ao risco de broncoespasmo.",0,0,0
"De acordo com o documento, qual a ordem correta para a retirada dos Equipamentos de Proteção Individual (EPIs), após o procedimento de assistência ao paciente?",A ordem correta para a retirada dos EPIs após a assistência ao paciente é: 1. Retirar luvas; 2. Retirar óculos de proteção; 3. Remover máscara pelas tiras/fitas elásticas; 4. Retirar avental descartável; 5. Descartar os EPIs conforme as práticas de gerenciamento de resíduos de saúde; 6. Higienizar as mãos conforme o protocolo estabelecido.,0,0,0
"De acordo com o documento, qual a exceção à regra de troca de cateter, especificando o tipo de cateter e quem decide a frequência de troca?","A exceção aplica-se ao cateter de O2 tipo óculos, cuja troca deve ser realizada de acordo com a necessidade e avaliação do Enfermeiro.",0,0,0
"Quais são os tipos de cirurgia considerados elegíveis para a busca pós-alta, conforme descrito no documento, e como essas cirurgias são definidas?","Os tipos de cirurgia elegíveis para a busca pós-alta são cesariana e cirurgia limpa. As cirurgias limpas são definidas como aquelas realizadas em tecidos estéreis ou passíveis de descontaminação, na ausência de processo infeccioso e inflamatório local ou falhas técnicas grosseiras, sendo cirurgias eletivas com cicatrização de primeira intenção e sem drenagem aberta, e em que não ocorrem penetrações nos tratos digestivo, respiratório ou urinário.",0,0,0
"De acordo com o documento, quais são os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares – EBSERH?","Os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares (EBSERH) são: identificar os perigos, riscos e medidas preventivas de controle implementadas nas atividades; assegurar que os trabalhos potencialmente perigosos sejam executados dentro de padrões aceitáveis de segurança; e garantir a prévia coordenação e comunicação entre os empregados, áreas solicitantes e executantes desses serviços não rotineiros, evitando que incidentes ocorram.",0,0,0
"Quais são as responsabilidades do Responsável pela área EBSERH, de acordo com o documento fornecido?","As responsabilidades do Responsável pela área EBSERH incluem: cumprir e fiscalizar as diretrizes do procedimento; acompanhar e orientar a equipe de trabalho, fornecendo os recursos necessários; validar a PTR com os responsáveis pela execução; comunicar envolvidos e gestores sobre a realização dos serviços; comunicar imediatamente ao responsável pela execução qualquer mudança no procedimento durante a execução; revisar e aprovar a ASTC junto com o responsável executante e profissional de segurança do trabalho; ser diretamente responsável pela área onde o trabalho será conduzido; conhecer e compreender o programa de trabalho e seu desenvolvimento; conhecer a área e os riscos potenciais associados ao processo e equipamentos; assegurar que todas as precauções de segurança sejam implementadas antes da assinatura e liberação da permissão; tornar a área segura para o trabalho; garantir que o local seja inspecionado após a conclusão para verificar a limpeza e o retorno às condições normais de operação; assinar a permissão na abertura e fechamento dos trabalhos, certificando-se do cumprimento dos itens obrigatórios da PTR (com inspeção ""in loco""); e atentar às recomendações do serviço de Segurança do Trabalho, implementando as ações preventivas/corretivas necessárias.",0,0,0
"Quais são os exemplos de atividades rotineiras de baixo risco que são isentas de Permissão de Trabalho de Risco (PTR), de acordo com o documento?",As atividades rotineiras de baixo risco isentas de Permissão de Trabalho de Risco (PTR) incluem: atividades de almoxarifado; atividades médicas/assistenciais; transporte manual de peças; atividades rotineiras executadas dentro da oficina de manutenção/elétrica; e preservação e higienização de equipamentos estáticos.,0,0,0
"Quais são os documentos necessários para a execução de trabalhos a quente, conforme descrito no texto?","Para a execução de trabalhos a quente, são necessários a Permissão de Trabalho de Risco (PTR), a Análise Preliminar de Risco (APR) e o formulário USOST-029 – Autorização para trabalho a quente.",0,0,0
"Quais são os procedimentos de encerramento da Permissão de Trabalho (PTR), incluindo o que acontece com as vias do documento após a conclusão do serviço, conforme descrito no documento?","Os procedimentos de encerramento da PTR incluem: após o término da atividade, organização e limpeza da frente de trabalho e retirada dos bloqueios utilizados (quando aplicável), os responsáveis pela área e pela execução devem assinar e datar o campo de encerramento. Após a conclusão do serviço, as duas vias originais da PTR devem ser entregues à USOST (Unidade de Saúde Ocupacional e Segurança do Trabalho) para arquivamento.",0,0,0
"Quais são as informações contidas nos formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA), de acordo com o documento?","Os formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA) contêm campos para preenchimento das seguintes informações: local, data da inspeção, responsável pelo local ou serviço, responsável pela inspeção, além da nota e comentários de cada item.",0,0,0
"Quais são os exemplos de mistura química líquida, sólida e gasosa citados no documento?","Os exemplos citados são: para mistura líquida, hipoclorito, álcool e formaldeído; para mistura sólida, Barra funcional Violeta Genciana, sabão em barra e ácido peracético em pó; para mistura gasosa, ar comprimido, oxigênio comprimido e gás liquefeito de petróleo.",0,0,0
"Quais são as informações básicas do produto comercial que devem ser obtidas consultando a Ficha de Informação de Segurança de Produtos Químicos (FISPQ) e os rótulos, de acordo com o documento?",As informações básicas do produto comercial que devem ser obtidas consultando a FISPQ e os rótulos são: Identificação do produto e da empresa; Identificação dos perigos; Composição e informação dos ingredientes; Medidas de primeiros socorros; Medidas de combate a incêndio; Medidas de controle para derramamento ou vazamento; Manuseio e armazenamento; Controle da exposição e equipamentos de proteção individual; Propriedades físico-químicas; Estabilidade e reatividade; Informações toxicológicas; Informações ecológicas; Considerações sobre tratamento e disposição; Informações sobre transporte; Regulamentações; Outras informações.,0,0,0
"Quais são as ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos, de acordo com o documento?","As ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos são: exigir o cumprimento das boas práticas descritas no documento; garantir a capacitação dos trabalhadores sob sua gestão; proibir a reutilização das embalagens, exceto quando admitido pelo fabricante; manter a identificação e rotulagem original dos produtos químicos dos serviços de saúde; e manter rotulada toda embalagem de produto químico fracionado. Adicionalmente, a chefia imediata deve autorizar previamente atividades com produtos químicos e emitir permissão de trabalho quando identificadas situações de risco específicas.",0,0,0
"Quais são as características que o piso do local de armazenamento de produtos químicos deve apresentar, de acordo com o documento?","O piso do local de armazenamento de produtos químicos deve estar limpo, nivelado e possuir característica impermeável.",0,0,0
"Quais são os Equipamentos de Proteção Individual (EPIs) obrigatórios para manipulação de quimioterápicos, especificando o tipo de luva e o número de pares necessários?","Os EPIs obrigatórios para manipulação de quimioterápicos são avental cirúrgico com proteção contra produtos químicos e luvas cirúrgicas, sendo necessário o uso de dois pares dessas luvas.",0,0,0
"Quais são os itens que compõem o kit de segurança para derramamento de produtos químicos, de acordo com o documento?","O kit de segurança para derramamento de produtos químicos deve conter os seguintes itens: óculos de segurança, avental impermeável, máscara respiratória para proteção contra particulados ou gases ácidos/vapores orgânicos (conforme o caso), luvas nitrílicas, dois sacos laranja de 100L, serragem ou mantas absorventes, vassoura e pá.",0,0,0
"De acordo com o documento, quais são os passos para guardar uma máscara N95/PFF2 para posterior reutilização, incluindo a higienização das mãos e o manuseio do envelope?","Para guardar a máscara N95/PFF2 para reutilização, os passos são: higienizar as mãos conforme POP.CCIH.001; identificar o envelope com data e nome completo, deixando-o aberto; calçar luvas de procedimento; remover a máscara pelos elásticos, evitando tocar na superfície interna e minimizando o contato com a externa; acondicionar a máscara no envelope sem tocar na sua superfície externa, garantindo que os elásticos não fiquem dentro da embalagem; retirar e descartar as luvas em coletor de resíduo infectante; higienizar as mãos novamente conforme POP.CCIH.001; e, por fim, fechar e guardar o envelope.",0,0,0
"Quais os percentuais que definem os níveis ótimo, bom, regular e ruim do Índice de Práticas Seguras (IPS), conforme o documento?",Os percentuais que definem os níveis do Índice de Práticas Seguras (IPS) são: ótimo para valores acima de 95%; bom para valores de 86% a 95%; regular para valores de 71% a 85%; e ruim para valores iguais ou inferiores a 70%.,0,0,0
Qual o procedimento a ser seguido caso um colaborador apresente um atestado médico superior a 15 dias?,"No caso de atestado médico superior a 15 dias, o colaborador passará por consulta com a médica do trabalho para avaliação do atestado e será encaminhado para o INSS, com a assistente social responsável por todos os trâmites legais. Durante o afastamento, ele será acompanhado pela assistente social e pelo enfermeiro de saúde mental via telefone. Ao retornar, deverá passar por avaliação ocupacional com a médica do trabalho. Se estiver apto, será liberado para retomar suas atividades laborais. Caso não esteja apto, a médica do trabalho e o enfermeiro de saúde mental reavaliam o caso e verificam a necessidade de envolvimento da equipe multiprofissional para os encaminhamentos necessários.",0,0,0
"De acordo com o documento, quais são as responsabilidades da Unidade de Saúde Ocupacional e Saúde do Trabalhador (USOST) em relação ao controle das fichas de EPI?","A USOST é responsável por recolher as fichas de EPI no Almoxarifado Central, organizá-las em ordem alfabética, confeccionar um protocolo de entrega em duas vias com data, SIAPE, nome e cargo dos empregados, entregar as fichas na Unidade de Administração de Pessoal, recolher uma via do protocolo assinado e arquivar essa via em pasta específica.",0,0,0
"Quais são os objetivos da Gerência de Ensino e Pesquisa (GEP) no Hospital Escola da UFPel, conforme descrito no documento?",Os objetivos da Gerência de Ensino e Pesquisa (GEP) no Hospital Escola da UFPel são: auxiliar na formação de recursos humanos nas atividades de ensino desenvolvidas no HE; ampliar o conhecimento e inovação tecnológica através do incentivo à pesquisa; favorecer o desenvolvimento de atividades de extensão universitária.,0,0,0
"Qual o endereço eletrônico para acessar a área de ensino do site do Hospital Escola, conforme descrito no documento?",O endereço eletrônico para acessar a área de ensino do site do Hospital Escola é https://www.gov.br/ebserh/pt-br/hospitais-universitarios/regiao-sul/he-ufpel/ensino-e-pesquisa.,0,0,0
Quais são os horários de funcionamento do restaurante Bandejão e quais os procedimentos para o agendamento das refeições de almoço aos domingos e feriados e jantar diariamente?,"Os horários de funcionamento do restaurante Bandejão são de segunda a sábado, das 11h30 às 14h, para o almoço. Aos domingos e feriados, o almoço é servido na copa do HE no mesmo horário, mediante adesão feita no sábado ou na véspera do feriado. Para o jantar, servido diariamente das 20h às 22h na copa do HE, é necessário agendamento, que pode ser feito diariamente até às 13h30 do mesmo dia ou por adesão programada semanal, encaminhada até às 13h30 do dia do envio. Para efetivar a adesão dessas refeições, é preciso entrar em contato pelo telefone 3284.4961 (ligação externa) ou ramal 4961 (Copa Central), confirmando o consumo.",0,0,0
"Quais são os medicamentos que compõem o RHZE, utilizado no tratamento da tuberculose, e em quais dosagens são disponibilizados pelo hospital?","O RHZE disponibilizado pelo hospital é composto por Rifampicina 150mg, Isoniazida 75mg, Pirazinamida 400mg e Etambutol 275mg em um comprimido de dose fixa combinada.",0,0,0
"De acordo com o documento, qual o procedimento para notificação de gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV?","Gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV devem ser notificadas pelo residente da obstetrícia, independentemente da realização de pré-natal ou de já terem sido notificadas anteriormente.",0,0,0
"Quais são as faixas etárias atendidas pelo Screening Tool for Risk on Nutritional Status and Growth (STRONGkids-2010), e como é o acompanhamento diário desses pacientes?","O Screening Tool for Risk on Nutritional Status and Growth (STRONGkids-2010) atende pacientes na faixa etária de acima de 1 mês de vida até 17 anos e 11 meses. O acompanhamento diário desses pacientes inclui visitas para avaliação da aceitação da dieta prescrita, avaliação de ingestão, análise da dieta, medidas antropométricas, acompanhamento de exames laboratoriais e adaptação da dieta via oral (ajustes de consistência, preparações, suplementação e necessidades de calorias, macronutrientes e/ou micronutrientes). Se necessário, é solicitada avaliação da Equipe Multiprofissional de Terapia Nutricional para terapia nutricional enteral ou parenteral.",0,0,0
"Quais são os critérios de inelegibilidade para o Serviço de Atendimento Domiciliar (SAD), conforme descrito no documento?",Os critérios de inelegibilidade são: residência fora dos limites de atuação da UADCP (como zona rural ou municípios vizinhos); ausência de cuidador disponível; local de moradia que ofereça risco à equipe; e não concordância com os termos de atuação da equipe.,0,0,0
"Quais escalas são utilizadas para avaliar o risco de quedas em pacientes adultos e crianças, respectivamente, e como são identificados os pacientes adultos com risco alto de quedas?","Para crianças, utiliza-se a Escala Humpty Dumpty; para adultos, a Morse Fall Scale (MSF). Pacientes adultos com risco alto de quedas são identificados com uma pulseira amarela.",0,0,0
"De acordo com o texto, qual a exigência do TCLE em relação ao fornecimento do documento original aos participantes da pesquisa, incluindo detalhes sobre assinaturas e rubricas?","O TCLE deve assegurar que o participante receba uma via original (não cópia) do documento, assinada pelo participante (ou seu representante legal) e pelo pesquisador, e rubricada em todas as páginas por ambos.",0,0,0
"Quais documentos estão disponíveis no site do HE-UFPel para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos, conforme descrito no documento?","Os documentos disponíveis no site do HE-UFPel para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos são: Termo de Confidencialidade e Sigilo para Coleta de Dados; Termo de Compromisso de Devolução Científica (não é necessário para estudos clínicos); Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais (se necessário); Termo de Autorização de Chefia para Participação em Pesquisa (somente para empregados da EBSERH); e Termo de Consentimento Livre e Esclarecido (TCLE) / Termo de Assentimento Livre e Esclarecido (TALE).",0,0,0
"Quais são os objetivos e o material necessário para estabelecer a rotina de criação do processo SEI para solicitações de autorização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh?","Os objetivos são estabelecer a rotina de criação do processo SEI para solicitação de autorização às chefias dos setores envolvidos, para a realização de pesquisas acadêmicas, científicas, relatos de caso e estudos clínicos no Hospital Escola-UFPEL/Ebserh, bem como manter seus registros atualizados junto ao sistema de informações. O material necessário é computador com acesso à internet.",0,0,0
