resposta_gerada,resposta_referencia,precision,recall,f1
"Após preencher e assinar o formulário PROGEP: Requerimento de Benefícios, para anexar a Declaração de Dispensa, deve-se selecionar a opção ""Incluir Documento"", escolher o Tipo do Documento como ""Externo"", preencher na próxima tela o Tipo do Documento como ""Declaração"", a data do documento, o Número/Nome na Árvore como ""Justiça Eleitoral"", o formato, o nível de acesso e a hipótese legal, anexar o arquivo a partir dos documentos do servidor e, após concluído, clicar em ""Confirmar Dados"".","Após o preenchimento do formulário PROGEP: Requerimento de Benefícios e incluir o anexo com a Declaração de Dispensa, o servidor deve informar o número do processo para a chefia da Unidade que deverá assinar o documento; Após a assinatura da chefia, o servidor deve enviar o processo para a Seção de Apoio Administrativo – SAAD/PROGEP.",0.7093105912208557,0.7744448781013489,0.7404480576515198
"Os servidores RJU devem ser cadastrados no sistema SIP para ter acesso ao SEI EBSERH. O procedimento é o seguinte:

1. **Cadastro do servidor no SIP**:  
   - Acessar o sistema SIP.  
   - Clicar em “Usuários” e depois em “Novo”.  
   - Preencher os dados:  
     - Orgão: HE-UFPEL  
     - Sigla: usuário do servidor (usuário de acesso aos sistemas EBSERH e/ou e-mail EBSERH)  
     - Nome: nome completo do servidor  
     - ID Origem: (em branco)  
   - Salvar.

2. **Cadastro das permissões no SEI EBSERH**:  
   - No SIP, clicar em “Permissões” e depois em “Nova”.  
   - Preencher os campos:  
     - Orgão do Sistema: SEDE  
     - Sistema: SEI  
     - Orgão da Unidade: HE-UFPEL  
     - Orgão do Usuário: HE-UFPEL  
     - Perfil: Básica  
     - Unidade: unidade de lotação do servidor  
     - Usuário: sigla do servidor (no formato nome.sobrenome)  
   - Salvar.

3. **Ações específicas**:  
   - **Alteração de lotação**: incluir a data final na permissão vigente e cadastrar uma nova permissão para o usuário com a nova unidade.  
   - **Vacância**: incluir a data final na permissão vigente.","Cadastro de Permissões: Clicar em “Permissões” + “Nova”: Orgão do Sistema: SEDE Sistema: SEI Orgão da Unidade: HE-UFPEL Orgão do Usuário: HE-UFPEL Perfil: Básica Unidade: cadastrar a unidade do servidor Usuário: cadastrar a sigla do servidor (nome. sobrenome) Salvar Em caso de alteração na unidade de lotação deve ser incluida a data final na permissão vigente, e cadastrada nova permissão para o usuário. Em caso de vacância deve ser incluida a data final na permissão vigente.",0.6971243619918823,0.7926674485206604,0.7418321967124939
O formulário deve ser entregue com 15 dias de antecedência da data da efetiva mudança de lotação.,com 15 dias de antecedência da efetiva mudança de lotação,0.8389185667037964,0.9276072978973389,0.8810365796089172
"O tempo médio da higienização simples das mãos com água e sabonete é de 40 a 60 segundos, e o tempo médio da fricção antisséptica das mãos com preparações alcoólicas é de 30 segundos.",A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos; A fricção antisséptica das mãos dura em média 30 segundos.,0.8557705879211426,0.8984420895576477,0.8765873908996582
O tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos é de 03 a 05 minutos para a primeira cirurgia e de 02 a 03 minutos para as cirurgias subsequentes.,"03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes",0.7701448202133179,0.8925389647483826,0.8268370628356934
"A nota registrada no AGHU para precaução de contato por bactéria multirresistente deve conter: nome do microrganismo, sítio/material coletado, data da coleta e a observação ""REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO"".","nome do microrganismo, sítio/material coletado, data da coleta e a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",0.8368952870368958,0.9257444739341736,0.879080593585968
"A higienização das mãos com água e sabonete líquido deve durar entre 40 e 60 segundos, e com preparação alcoólica, entre 20 e 30 segundos.",Higiene das mãos com água e sabonete líquido (40 – 60”); Higiene das mãos com preparação alcoólica (20 – 30”),0.7998825311660767,0.8189003467559814,0.80927973985672
"Os materiais necessários são: armário exclusivo para armazenamento de medicamentos ou produtos investigacionais, computador com internet, geladeira (quando necessário) ou refrigeradores científicos, pasta de controle de lotes recebidos, termômetro, blocos de gelo (gelox), caixa rígida térmica, caneta, datalogger de temperatura e termo-higrômetro.","Armário exclusivo para o armazenamento de medicamentos; Computador com internet; Geladeira, quando necessário; Pasta de Controle de lotes recebidos; Termômetro.",0.773766279220581,0.8537454605102539,0.8117907047271729
"Os equipamentos que devem ser de uso individual para cada paciente são estetoscópio, esfigmomanômetro, termômetro e oxímetro, entre outros similares, devendo ser mantidos na área do paciente. Caso não haja disponibilidade de material individual, esses equipamentos devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para reutilização.","Equipamentos como estetoscópio, esfigmomanômetro, termômetro, oxímetro etc. devem ser de uso individual e devem ser mantidos na área do paciente. Na indisponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização",0.887697160243988,0.9022008180618286,0.8948902487754822
"Os materiais necessários são: água corrente, sabonete líquido ou preparação alcoólica, papel toalha, máscara cirúrgica descartável, equipamento de precaução padrão conforme o MA.HE.004 Manual de Biossegurança e Precauções na Assistência, e placa de identificação da precaução.",Água corrente; Sabonete líquido ou preparação alcoólica; Papel toalha; Máscara cirúrgica descartável + equipamento de precaução padrão conforme MA. HE. 004 Manual de Biossegurança e Precauções na Assistência); Placa de identificação da precaução.,0.9049170017242432,0.9212006330490112,0.9129862189292908
"Os EPIs necessários para assistência a pacientes em precaução para aerossóis são: máscara de alta eficiência (N95, PFF2 ou PFF3), avental, luvas e óculos ou protetor facial. Esses itens estão indicados conforme o manual MA.HE.004, com especificação explícita do uso de máscara respiratória de alta eficiência durante a permanência no quarto do paciente.",EPIs: conforme MA. HE. 004 Manual de Biossegurança e Precauções na Assistência,0.648310124874115,0.7574567198753357,0.6986462473869324
"Os passos para a tricotomia pré-operatória, conforme os documentos, incluem: conferir a identificação do paciente; informar o paciente sobre o procedimento e a área a ser preparada; higienizar as mãos; providenciar iluminação adequada; manter a privacidade do paciente, expondo apenas a área a ser tricotomizada; proteger os lençóis da cama ou maca; calçar luvas; adaptar a lâmina descartável no tricotomizador e testar seu funcionamento; esticar a pele, manter o tricotomizador em ângulo de 15 a 30 graus e realizar a tricotomia sem pressionar com força; remover os pelos com toalha de papel descartável à medida que são cortados; pressionar suavemente a fita crepe adesiva na área tricotomizada para remover pelos residuais; encaminhar o paciente para banho de aspersão ou leito, higienizando a área com água morna e sabão antisséptico; substituir os lençóis; dar destino adequado aos materiais utilizados; limpar o tricotomizador conforme as instruções do fabricante; e registrar o procedimento no prontuário do paciente.","1. Conferir identificação da paciente conforme PRT. GAS. 006 Protocolo de Identificação do Paciente; 2. Informar o paciente sobre o procedimento a ser realizado e a área a ser preparada; 3. Higienizar as mãos (Conforme POP. CCIH. 001 Higienização das Mãos); 4. Providenciar a iluminação adequada para execução da técnica de tricotomia; 5. Manter a privacidade do paciente, expondo somente a área a ser tricotomizada; 6. Proteger os lençóis de cama ou maca; 7. Calçar luvas; 8. Adaptar a lâmina descartável no tricotomizador e testar o funcionamento; 9. Esticar a pele, manter o tricotomizador no ângulo de 15 – 30 graus em relação a superfície da pele e fazer a tricotomia cuidando para não pressionar com força; 10. Remover (com toalha de papel descartável) os pelos a medida que são cortados; 11. Pressionar suavemente o lado adesivo da fita crepe sobre a área tricotomizada para remover os pelos residuais na área tricotomizada; 12. Encaminhar   o   paciente   para   o  banho  de  aspersão  ou   banho  de  leito,  higienizando a área tricotomizada com água morna e sabão antisséptico; 13. Substituir os lençóis da cama ou maca; 14. Dar destino adequado aos materiais utilizados; 15. Limpar o tricotomizador após cada uso, de acordo com as instruções do fabricante; 16. Registrar a técnica realizada no prontuário do paciente, assinar e carimbar.",0.8580816984176636,0.8016177415847778,0.8288892507553101
"Os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal são: paramentação indicada para precaução de contato (conforme MA.HE.004), coletor de secreção de vias aéreas, clorexidina aquosa ou degermante, etiqueta com identificação do paciente e o local de coleta, gaze estéril, kit swab (swabs e tubos estéreis), pote de EQU, soro fisiológico 0,9% 100 mL e sonda de aspiração.","Paramentação indicada para precaução de contato MA. HE. 004 Manual de Biossegurança e Precauções na Assistência (disponível no site do Hospital Escola -> Intranet -> Documentos e manuais -> Manuais, POP’s e Protocolos Aprovados pela Qualidade -> Manuais/GAS) •	Coletor de secreção de vias aéreas; •	Clorexidina aquosa ou degermante; •	Etiqueta com identificação do paciente e o local de coleta; •	Gaze estéril; •	Kit swab (swabs e tubos estéreis); •	Pote de EQU; •	Soro fisiológico 09% 100 mL; •	Sonda de aspiração.",0.8323048949241638,0.774890661239624,0.8025721907615662
"Para pacientes entubados com casos graves, pode-se proceder à coleta de aspirado da secreção traqueal.","Para os casos graves no qual o paciente encontra-se entubado, pode-se proceder à coleta de aspirado da secreção traqueal.",0.9513823986053467,0.9151355028152466,0.932906985282898
"A solução recomendada é a solução salina a 3%, preparada com 5 ml de Soro Fisiológico 0,9% e 0,5 ml de NaCl 20%, para nebulização durante 15 minutos. Deve-se evitar o uso de solução preparada com água destilada e NaCl devido ao risco de broncoespasmo.","Preparar a solução salina 3% (5 ml de Soro Fisiológico 0,9% + 0,5 ml de NaCl 20%) e realizar nebulização durante 15 minutos. Não utilizar solução preparada com água destilada e NaCl devido ao risco de broncoespasmo.",0.8949705958366394,0.9252151250839233,0.9098416566848755
A ordem correta para a retirada dos EPIs após a assistência ao paciente é: 1. Retirar luvas; 2. Retirar óculos de proteção; 3. Remover máscara pelas tiras/fitas elásticas; 4. Retirar avental descartável; 5. Descartar os EPIs conforme as práticas de gerenciamento de resíduos de saúde; 6. Higienizar as mãos conforme o protocolo estabelecido.,Sequência: 1. Retirar luvas; 2. Retirar óculos de proteção; 3. Remover máscara pelas tiras/fitas elásticas ; 4. Retirar avental descartável; 5. Descartar os EPIs conforme indicado pelas práticas de gerenciamento de resíduos de saúde. Armazenar quando indicado; 6. Higienizar as mãos conforme POP. CCIH. 001.,0.8927056193351746,0.9027481079101562,0.8976987600326538
"A exceção aplica-se ao cateter de O2 tipo óculos, cuja troca deve ser realizada de acordo com a necessidade e avaliação do Enfermeiro.","Exceto cateter tipo óculos, que deve ser trocado de acordo com a necessidade e avaliação do Enfermeiro.",0.8578286170959473,0.9193862676620483,0.8875413537025452
"Os tipos de cirurgia elegíveis para a busca pós-alta são cesariana e cirurgia limpa. As cirurgias limpas são definidas como aquelas realizadas em tecidos estéreis ou passíveis de descontaminação, na ausência de processo infeccioso e inflamatório local ou falhas técnicas grosseiras, sendo cirurgias eletivas com cicatrização de primeira intenção e sem drenagem aberta, e em que não ocorrem penetrações nos tratos digestivo, respiratório ou urinário.","Cirurgias limpas: são realizadas em tecidos estéreis ou passíveis de descontaminação na ausência de processo infeccioso e inflamatório local ou falhas técnicas grosseiras, cirurgias eletivas com cicatrização de primeira intenção e sem drenagem aberta. Cirurgias em que não ocorrem penetrações nos tratos digestivo, respiratório ou urinário.",0.8290591239929199,0.8767162561416626,0.8522219657897949
"Os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares (EBSERH) são: identificar os perigos, riscos e medidas preventivas de controle implementadas nas atividades; assegurar que os trabalhos potencialmente perigosos sejam executados dentro de padrões aceitáveis de segurança; e garantir a prévia coordenação e comunicação entre os empregados, áreas solicitantes e executantes desses serviços não rotineiros, evitando que incidentes ocorram.","Este manual é aplicável para o Hospital Escola da Universidade Federal de Pelotas (HE-UFPel), setores e frentes de trabalho sob a gestão da Empresa Brasileira de Serviços Hospitalares – EBSERH, tendo como objetivos: identificar os perigos, riscos e medidas preventivas de controle implementadas nas atividades; assegurar que os trabalhos potencialmente perigosos sejam executados dentro de padrões aceitáveis de segurança; garantir a prévia coordenação e comunicação entre os empregados, áreas solicitantes e executantes desses serviços não rotineiros, evitando que incidentes ocorram.",0.9602252244949341,0.9472840428352356,0.9537107348442078
"As responsabilidades do Responsável pela área EBSERH incluem: cumprir e fiscalizar as diretrizes do procedimento; acompanhar e orientar a equipe de trabalho, fornecendo os recursos necessários; validar a PTR com os responsáveis pela execução; comunicar envolvidos e gestores sobre a realização dos serviços; comunicar imediatamente ao responsável pela execução qualquer mudança no procedimento durante a execução; revisar e aprovar a ASTC junto com o responsável executante e profissional de segurança do trabalho; ser diretamente responsável pela área onde o trabalho será conduzido; conhecer e compreender o programa de trabalho e seu desenvolvimento; conhecer a área e os riscos potenciais associados ao processo e equipamentos; assegurar que todas as precauções de segurança sejam implementadas antes da assinatura e liberação da permissão; tornar a área segura para o trabalho; garantir que o local seja inspecionado após a conclusão para verificar a limpeza e o retorno às condições normais de operação; assinar a permissão na abertura e fechamento dos trabalhos, certificando-se do cumprimento dos itens obrigatórios da PTR (com inspeção ""in loco""); e atentar às recomendações do serviço de Segurança do Trabalho, implementando as ações preventivas/corretivas necessárias.","Cumprir e fiscalizar as diretrizes do presente procedimento; acompanhar e orientar a equipe de trabalho quanto ao seguimento das diretrizes do procedimento, fornecendo os recursos necessários; validar a PTR junto aos responsáveis pela execução do trabalho; comunicar os envolvidos e gestores de áreas sobre a realização dos serviços realizados; comunicar imediatamente, ao responsável pela execução, qualquer necessidade de mudanças no procedimento de trabalho estabelecido durante a execução do mesmo; revisar e aprovar a ASTC, juntamente com o responsável executante e profissional de segurança do trabalho; ser diretamente responsável pela área em que o trabalho será conduzido; conhecer e compreender o programa de trabalho e como ele será desenvolvido; conhecer a área e os riscos potenciais associados ao processo e aos equipamentos; assegurar que todas as precauções de segurança sejam apropriadamente implementadas antes da assinatura e liberação da permissão; tornar a área segura para trabalho; garantir que o local de trabalho seja inspecionado após sua conclusão, para verificar a limpeza e o retorno às condições normais de operação; assinar a permissão na abertura e fechamento dos trabalhos, certificando-se de que os itens obrigatórios para conclusão da PTR foram cumpridos (inspeção “in loco”); atentar às recomendações provenientes do serviço de Segurança do Trabalho e implementar as ações preventivas/corretivas necessárias.",0.8807874917984009,0.8714221715927124,0.8760798573493958
As atividades rotineiras de baixo risco isentas de Permissão de Trabalho de Risco (PTR) incluem: atividades de almoxarifado; atividades médicas/assistenciais; transporte manual de peças; atividades rotineiras executadas dentro da oficina de manutenção/elétrica; e preservação e higienização de equipamentos estáticos.,"Exemplos de atividades rotineiras, classificadas de baixo risco: atividades de almoxarifado; atividades médicas/assistenciais; transporte manual de peças; atividades rotineiras executadas dentro da oficina de manutenção/elétrica; preservação, higienização de equipamentos estáticos.",0.8701860904693604,0.9253010749816895,0.8968976736068726
"Para a execução de trabalhos a quente, são necessários a Permissão de Trabalho de Risco (PTR), a Análise Preliminar de Risco (APR) e o formulário USOST-029 – Autorização para trabalho a quente.","Para estas atividades é necessário a abertura de PTR, juntamente com APR e preenchimento do Formulário USOST-029 - Autorização para trabalho a quente (disponível no site do HE -> Sistemas -> ADS Hospitalar -> Documentos -> USOST - Unidade de Saúde Ocupacional e Segurança do Trabalho).",0.778205394744873,0.7242313027381897,0.750248908996582
"Os procedimentos de encerramento da PTR incluem: após o término da atividade, organização e limpeza da frente de trabalho e retirada dos bloqueios utilizados (quando aplicável), os responsáveis pela área e pela execução devem assinar e datar o campo de encerramento. Após a conclusão do serviço, as duas vias originais da PTR devem ser entregues à USOST (Unidade de Saúde Ocupacional e Segurança do Trabalho) para arquivamento.","Após o término da atividade, da organização e limpeza da frente de trabalho e retirada dos bloqueios utilizados, quando aplicável, os responsáveis da área e execução devem assinar e datar o campo de encerramento. A primeira via deve ficar com o responsável pela execução do serviço que deve realizar o registro do documento no GLPI e a segunda via deve ficar na frente do serviço onde ocorre a atividade até o término das atividades. Após a conclusão do serviço as vias da PTR devem ser entregues à USOST para arquivamento.",0.8135389089584351,0.8309470415115356,0.8221508264541626
"Os formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA) contêm campos para preenchimento das seguintes informações: local, data da inspeção, responsável pelo local ou serviço, responsável pela inspeção, além da nota e comentários de cada item.","Todos os formulários possuem campos para preenchimento das seguintes informações: local, data da inspeção, responsável pelo local ou serviço e responsável pela inspeção, além da nota e comentários de cada item.",0.858063280582428,0.944616436958313,0.8992619514465332
"Os exemplos citados são: para mistura líquida, hipoclorito, álcool e formaldeído; para mistura sólida, Barra funcional Violeta Genciana, sabão em barra e ácido peracético em pó; para mistura gasosa, ar comprimido, oxigênio comprimido e gás liquefeito de petróleo.","Exemplo de mistura química líquida: hipoclorito, álcool, formaldeído e outros. Exemplo de mistura química sólida: Barra funcional Violeta Genciana, sabão em barra, ácido peracético em pó e outros. Exemplo de mistura química gassosa: Ar comprimido, oxigênio comprimido, gás liquefeito de petróleo e outros.",0.8907122015953064,0.8672089576721191,0.8788034319877625
As informações básicas do produto comercial que devem ser obtidas consultando a FISPQ e os rótulos são: Identificação do produto e da empresa; Identificação dos perigos; Composição e informação dos ingredientes; Medidas de primeiros socorros; Medidas de combate a incêndio; Medidas de controle para derramamento ou vazamento; Manuseio e armazenamento; Controle da exposição e equipamentos de proteção individual; Propriedades físico-químicas; Estabilidade e reatividade; Informações toxicológicas; Informações ecológicas; Considerações sobre tratamento e disposição; Informações sobre transporte; Regulamentações; Outras informações.,Identificação do produto e da empresa; Identificação dos perigos; Composição e informação dos ingredientes; Medidas de primeiros socorros; Medidas de combate a incêndio; Medidas de controle para derramamento ou vazamento; Manuseio e armazenamento; Controle da exposição e equipamentos de proteção individual; Propriedades físico-químicas; Estabilidade e reatividade; Informações toxicológicas; Informações ecológicas; Considerações sobre tratamento e disposição; Informações sobre transporte; Regulamentações; Outras informações.,0.8979302644729614,0.948011577129364,0.9222915768623352
"As ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos são: exigir o cumprimento das boas práticas descritas no documento; garantir a capacitação dos trabalhadores sob sua gestão; proibir a reutilização das embalagens, exceto quando admitido pelo fabricante; manter a identificação e rotulagem original dos produtos químicos dos serviços de saúde; e manter rotulada toda embalagem de produto químico fracionado. Adicionalmente, a chefia imediata deve autorizar previamente atividades com produtos químicos e emitir permissão de trabalho quando identificadas situações de risco específicas.","Exigir o cumprimento das boas práticas descritas neste documento; Garantir a capacitação dos trabalhadores sob sua gestão; Proibir a reutilização das embalagens, exceto quando admitido pelo fabricante; Manter identificação e rotulagem original dos produto químico dos serviços de saúde; Manter rotulada toda embalagem de produto químico fracionado.",0.8171209692955017,0.9189415574073792,0.8650453686714172
"O piso do local de armazenamento de produtos químicos deve estar limpo, nivelado e possuir característica impermeável.","O piso deve estar limpo, nivelado e possuir característica impermeável.",0.8796533346176147,0.9700189828872681,0.9226287603378296
