pergunta,resposta,tokens_prompt,tokens_resposta,tokens_total
"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","De acordo com os documentos, quando a escala de trabalho é recebida pela DIVGP após o dia 15 do mês antecedente à escala de referência, o procedimento a ser adotado pelo NAA é:

1.  Incluir a escala no bloco interno do SEI em pasta previamente criada com o mês correspondente.
2.  Nomear a pasta através do ícone anotações com a informação da unidade correspondente e informando “Fora do Prazo”.
3.  Baixar a escala contida no processo (em formato PDF) e arquivá-la em: Computador>NAA>Escalas Mensais>Ano Correspondente>Pasta da Unidade Correspondente.
4.  Nomear a escala salva da seguinte forma: Nome da unidade\_Profissional\_Mês\_Ano (Ex: CLÍNICA\_MÉDICA\_ENF\_FEV\_2022).
5.  Devolver ao gestor o processo contendo a escala recebida com despacho utilizando texto padrão contido no SEI “Entrega de Escala Fora do Prazo ”.
6.  A escala será arquivada pelo NAA e o cadastramento dos horários de trabalho dos empregados no sistema SIGP/MENTORH ficarão sob responsabilidade do gestor.
7.  Será informada na planilha de controle, no lugar da data de entrega, a informação “Fora do Prazo”.",71397,271,71668
"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","Quando o Núcleo de Apoio Assistencial (NAA) verifica inconsistências na elaboração das escalas de trabalho, como a divergência de horários entre o que está descrito na escala e o que está cadastrado no sistema SIGP/Mentorh, a escala é devolvida ao gestor para as devidas retificações. O prazo para o retorno da escala corrigida é de 96 horas para a Divisão de Enfermagem e 72 horas para as demais unidades. Caso o gestor não retorne com as retificações, essa informação é registrada na planilha de controle como ""Sem Retorno"".

**Ações das chefias (gestor):**
* Realizar as retificações necessárias na escala.
* Solicitar as alterações nos Horários Individuais dos empregados, se houver divergência entre o horário na escala e o cadastrado no sistema.
* Encaminhar a solicitação de alteração para a Unidade de Administração de Pessoal (UAP), detalhando o nome completo do empregado, SIAPE, os horários a serem realizados a cada dia da semana e a data de início da nova jornada de trabalho.

**Formulários utilizados:**
* Formulário de Alteração de Horário Individual (constante no sistema SEI).
* As escalas de trabalho são enviadas e devolvidas através de processo SEI.
* É utilizada uma planilha de controle de entrega de escalas pelo NAA.

**Departamentos envolvidos no processo de correção:**
* Núcleo de Apoio Assistencial (NAA)
* Gestor (chefia imediata)
* Unidade de Administração de Pessoal (UAP/DIVGP/GA/HE-UFPEL)
* Divisão de Gestão de Pessoas (DIVGP)",51894,365,52259
"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","De acordo com as instruções fornecidas no Documento 10, os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, são:

1.  Deverá clicar em conteúdo e adicionar arquivos.
2.  Iniciar upload.
3.  Após inserido o documento, finalizar clicando em F5.",60873,73,60946
"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento e assinatura do formulário PROGEP: Requerimento de Benefícios, o procedimento descrito é:

1.  Selecionar a opção “Incluir Documento”.
2.  Escolher o Tipo do Documento: “Externo”.
3.  Na próxima tela, preencher o Tipo do Documento: “Declaração”.
4.  Preencher a data do documento.
5.  Preencher o Número/Nome na Árvore: “Justiça Eleitoral”.
6.  Preencher o formato, o nível de acesso e a hipótese legal.
7.  Anexar o arquivo, procurando-o nos seus documentos.
8.  Após concluído, “Confirmar Dados”.",91807,144,91951
"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância, são:

**Cadastro de servidores no SIP:**
1.  Acessar o sistema SIP.
2.  Clicar em “Usuários” + “Novo”.
3.  Incluir os dados solicitados:
    *   Orgão: HE-UFPEL
    *   Sigla: usuário do servidor (usuário de acesso aos sistemas EBSERH e/ou e-mail EBSERH)
    *   Nome: nome completo do servidor
    *   ID Origem: (em branco)
4.  Salvar.

**Cadastro de Permissões:**
1.  Clicar em “Permissões” + “Nova”.
2.  Preencher os campos:
    *   Orgão do Sistema: SEDE
    *   Sistema: SEI
    *   Orgão da Unidade: HE-UFPEL
    *   Orgão do Usuário: HE-UFPEL
    *   Perfil: Básica
    *   Unidade: cadastrar a unidade do servidor
    *   Usuário: cadastrar a sigla do servidor (nome.sobrenome)
3.  Salvar.

**Ações para alteração de lotação:**
*   Em caso de alteração na unidade de lotação, deve ser incluída a data final na permissão vigente e cadastrada nova permissão para o usuário.

**Ações para vacância:**
*   Sempre que houver vacância, o cadastro do servidor deve ser desativado, e a data final deve ser incluída na permissão vigente.",67756,301,68057
"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",O formulário deve ser entregue no Departamento de Apoio ao Servidor Federal (DivGP) com 15 dias de antecedência da efetiva mudança de lotação.,51761,35,51796
"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?","A higienização simples das mãos com água e sabonete deve durar em média 40-60 segundos, e a fricção antisséptica das mãos com preparações alcoólicas dura em média 30 segundos.",47900,43,47943
"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?","De acordo com o documento, o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos é de 03 a 05 minutos para a primeira cirurgia, e 02 a 03 minutos para as cirurgias subsequentes.",42469,49,42518
"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","De acordo com o documento, quando se trata de precaução de contato por bactéria multirresistente, a enfermeira registra no AGHU uma nota com as seguintes informações:
*   nome do microrganismo
*   sítio/material coletado
*   data da coleta
*   a seguinte observação - REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO",44572,84,44656
"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?","De acordo com os documentos, o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido é de 40 a 60 segundos, e com preparação alcoólica é de 20 a 30 segundos.",38264,46,38310
"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito nos documentos, são:

*   Armário exclusivo para o armazenamento de medicamentos/produtos investigacionais
*   Computador com internet
*   Geladeira (quando necessário)/Refrigeradores científicos
*   Pasta de Controle de lotes recebidos
*   Termômetro
*   Blocos de gelo (gelox)
*   Caixa rígida térmica
*   Caneta
*   Datalogger de temperatura
*   Termo-higrômetro",46647,127,46774
"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","De acordo com o documento, os equipamentos que devem ser de uso individual para cada paciente são: estetoscópio, esfigmomanômetro, termômetro, oxímetro etc.

Caso não haja disponibilidade de material para uso individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para a reutilização.",61350,82,61432
"Quais são os materiais necessários para a implementação da precaução para gotículas, conforme descrito no documento?",Água corrente; Sabonete líquido ou preparação alcoólica; Papel toalha; Máscara cirúrgica descartável + equipamento de precaução padrão conforme MA.HE.004 Manual de Biossegurança e Precauções na Assistência; Placa de identificação da precaução.,61408,60,61468
"Quais são os Equipamentos de Proteção Individual (EPIs) necessários para a assistência a pacientes em precaução para aerossóis, conforme mencionado no documento?","Conforme mencionado nos documentos, para a assistência a pacientes em precaução para aerossóis ou procedimentos que geram aerossóis (como a coleta de secreção respiratória), os Equipamentos de Proteção Individual (EPIs) necessários são:

*   **Máscaras próprias de alta eficiência (N95 ou PFF2, PFF3)** (Documento 18)
*   **Luvas** (Documentos 6 e 9)
*   **Avental** (Documentos 6 e 9)
*   **Gorro** (Documentos 6 e 9)
*   **Óculos de proteção** (Documentos 6 e 9)",56221,116,56337
"De acordo com o documento, quais são os passos a serem seguidos para a realização da tricotomia pré-operatória, incluindo a preparação do paciente e o descarte do material?","De acordo com o documento 3, os passos a serem seguidos para a realização da tricotomia pré-operatória são:

**Preparação do Paciente e Procedimento:**
1.  Conferir identificação da paciente conforme PRT.GAS.006 Protocolo de Identificação do Paciente.
2.  Informar o paciente sobre o procedimento a ser realizado e a área a ser preparada.
3.  Higienizar as mãos (Conforme POP.CCIH.001 Higienização das Mãos).
4.  Providenciar a iluminação adequada para execução da técnica de tricotomia.
5.  Manter a privacidade do paciente, expondo somente a área a ser tricotomizada.
6.  Proteger os lençóis de cama ou maca.
7.  Calçar luvas.
8.  Adaptar a lâmina descartável no tricotomizador e testar o funcionamento.
9.  Esticar a pele, manter o tricotomizador no ângulo de 15 – 30 graus em relação a superfície da pele e fazer a tricotomia cuidando para não pressionar com força.
10. Remover (com toalha de papel descartável) os pelos a medida que são cortados.
11. Pressionar suavemente o lado adesivo da fita crepe sobre a área tricotomizada para remover os pelos residuais na área tricotomizada.
12. Encaminhar o paciente para o banho de aspersão ou banho de leito, higienizando a área tricotomizada com água morna e sabão antisséptico.

**Descarte do Material e Finalização:**
13. Substituir os lençóis da cama ou maca.
14. Dar destino adequado aos materiais utilizados.
15. Limpar o tricotomizador após cada uso, de acordo com as instruções do fabricante.
16. Registrar a técnica realizada no prontuário do paciente, assinar e carimbar.",60337,382,60719
"Quais são os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal, de acordo com o documento?","Os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal, de acordo com o documento, são:

*   Paramentação indicada para precaução de contato MA.HE.004 Manual de Biossegurança e Precauções na Assistência
*   Coletor de secreção de vias aéreas
*   Clorexidina aquosa ou degermante
*   Etiqueta com identificação do paciente e o local de coleta
*   Gaze estéril
*   Kit swab (swabs e tubos estéreis)
*   Pote de EQU
*   Soro fisiológico 09% 100 mL
*   Sonda de aspiração",64425,127,64552
"De acordo com o documento, qual o procedimento a ser adotado para a coleta de amostra de paciente entubado para diagnóstico de infecções virais no trato respiratório superior?","De acordo com o documento, para os casos graves no qual o paciente encontra-se entubado para diagnóstico de infecções virais no trato respiratório superior, pode-se proceder à coleta de aspirado da secreção traqueal.",39750,54,39804
"De acordo com o documento, qual a solução recomendada para a nebulização em caso de coleta de escarro induzido, especificando a composição e advertindo sobre uma possível substância a ser evitada?","De acordo com os documentos, para a nebulização em caso de coleta de escarro induzido, a solução recomendada é a solução salina 3%, composta por 5 ml de Soro Fisiológico 0,9% + 0,5 ml de NaCl 20%.

É advertido para não utilizar solução preparada com água destilada e NaCl devido ao risco de broncoespasmo.",38152,76,38228
"De acordo com o documento, qual a ordem correta para a retirada dos Equipamentos de Proteção Individual (EPIs), após o procedimento de assistência ao paciente?","De acordo com o Documento 1, a ordem correta para a retirada dos Equipamentos de Proteção Individual (EPIs), após o procedimento de assistência ao paciente, é:
1. Retirar luvas;
2. Retirar óculos de proteção;
3. Remover máscara pelas tiras/fitas elásticas;
4. Retirar avental descartável;
5. Descartar os EPIs conforme indicado pelas práticas de gerenciamento de resíduos de saúde. Armazenar quando indicado;
6. Higienizar as mãos conforme POP.CCIH.001.",54713,113,54826
"De acordo com o documento, qual a exceção à regra de troca de cateter, especificando o tipo de cateter e quem decide a frequência de troca?","De acordo com o documento, a exceção à regra de troca é o **cateter tipo óculos**, que deve ser trocado de acordo com a necessidade e avaliação do **Enfermeiro**.",47980,40,48020
"Quais são os tipos de cirurgia considerados elegíveis para a busca pós-alta, conforme descrito no documento, e como essas cirurgias são definidas?","Os tipos de cirurgia considerados elegíveis para a busca pós-alta são:

*   **Cesariana**
*   **Cirurgia limpa**

As **Cirurgias limpas** são definidas como: realizadas em tecidos estéreis ou passíveis de descontaminação na ausência de processo infeccioso e inflamatório local ou falhas técnicas grosseiras, cirurgias eletivas com cicatrização de primeira intenção e sem drenagem aberta. São também cirurgias em que não ocorrem penetrações nos tratos digestivo, respiratório ou urinário.",54303,121,54424
"De acordo com o documento, quais são os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares – EBSERH?","De acordo com o Documento 2, os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares – EBSERH são:

*   Identificar os perigos, riscos e medidas preventivas de controle implementadas nas atividades.
*   Assegurar que os trabalhos potencialmente perigosos sejam executados dentro de padrões aceitáveis de segurança.
*   Garantir a prévia coordenação e comunicação entre os empregados, áreas solicitantes e executantes desses serviços não rotineiros, evitando que incidentes ocorram.",69555,147,69702
"Quais são as responsabilidades do Responsável pela área EBSERH, de acordo com o documento fornecido?","De acordo com os documentos fornecidos, as responsabilidades do Responsável pela área EBSERH (Chefia responsável pela unidade em que o serviço será realizado) são:

*   Cumprir e fiscalizar as diretrizes do presente procedimento.
*   Acompanhar e orientar a equipe de trabalho quanto ao seguimento das diretrizes do procedimento, fornecendo os recursos necessários.
*   Validar a PTR junto aos responsáveis pela execução do trabalho.
*   Comunicar os envolvidos e gestores de áreas sobre a realização dos serviços realizados.
*   Comunicar imediatamente, ao responsável pela execução, qualquer necessidade de mudanças no procedimento de trabalho estabelecido durante a execução do mesmo.
*   Revisar e aprovar a ASTC, juntamente com o responsável executante e profissional de segurança do trabalho.
*   Ser diretamente responsável pela área em que o trabalho será conduzido.
*   Conhecer e compreender o programa de trabalho e como ele será desenvolvido.
*   Conhecer a área e os riscos potenciais associados ao processo e aos equipamentos.
*   Assegurar que todas as precauções de segurança sejam apropriadamente implementadas antes da assinatura e liberação da permissão.
*   Tornar a área segura para trabalho.
*   Garantir que o local de trabalho seja inspecionado após sua conclusão, para verificar a limpeza e o retorno às condições normais de operação.
*   Assinar a permissão na abertura e fechamento dos trabalhos, certificando-se de que os itens obrigatórios para conclusão da PTR foram cumpridos (inspeção “in loco”).
*   Atentar às recomendações provenientes do serviço de Segurança do Trabalho e implementar as ações preventivas/corretivas necessárias.",77883,416,78299
"Quais são os exemplos de atividades rotineiras de baixo risco que são isentas de Permissão de Trabalho de Risco (PTR), de acordo com o documento?","De acordo com o documento, os exemplos de atividades rotineiras classificadas de baixo risco, que são isentas de Permissão de Trabalho de Risco (PTR), são:
*   atividades de almoxarifado;
*   atividades médicas/assistenciais;
*   transporte manual de peças;
*   atividades rotineiras executadas dentro da oficina de manutenção/elétrica;
*   preservação, higienização de equipamentos estáticos.",45911,98,46009
"Quais são os documentos necessários para a execução de trabalhos a quente, conforme descrito no texto?","Os documentos necessários para a execução de trabalhos a quente são:
*   PTR (Permissão de Trabalho de Risco)
*   APR (Análise Preliminar de Risco)
*   Formulário USOST-029 - Autorização para trabalho a quente",60897,52,60949
"Quais são os procedimentos de encerramento da Permissão de Trabalho (PTR), incluindo o que acontece com as vias do documento após a conclusão do serviço, conforme descrito no documento?",ERRO,0,0,0
"Quais são as informações contidas nos formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA), de acordo com o documento?","Os formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA) possuem campos para preenchimento das seguintes informações: local, data da inspeção, responsável pelo local ou serviço e responsável pela inspeção, além da nota e comentários de cada item.",41436,66,41502
"Quais são os exemplos de mistura química líquida, sólida e gasosa citados no documento?","Exemplos de mistura química líquida: hipoclorito, álcool, formaldeído.
Exemplos de mistura química sólida: Barra funcional Violeta Genciana, sabão em barra, ácido peracético em pó.
Exemplos de mistura química gasosa: Ar comprimido, oxigênio comprimido, gás liquefeito de petróleo.",46961,70,47031
"Quais são as informações básicas do produto comercial que devem ser obtidas consultando a Ficha de Informação de Segurança de Produtos Químicos (FISPQ) e os rótulos, de acordo com o documento?","De acordo com os documentos, as Fichas de Informação de Segurança de Produtos Químicos (FISPQ) e os rótulos devem ser consultados para se obter a composição e as seguintes informações básicas do produto comercial:

*   Identificação do produto e da empresa
*   Identificação dos perigos
*   Composição e informação dos ingredientes
*   Medidas de primeiros socorros
*   Medidas de combate a incêndio
*   Medidas de controle para derramamento ou vazamento
*   Manuseio e armazenamento
*   Controle da exposição e equipamentos de proteção individual
*   Propriedades físico-químicas
*   Estabilidade e reatividade
*   Informações toxicológicas
*   Informações ecológicas
*   Considerações sobre tratamento e disposição
*   Informações sobre transporte
*   Regulamentações
*   Outras informações",54478,198,54676
"Quais são as ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos, de acordo com o documento?","As ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos, de acordo com o documento, são:

*   Exigir o cumprimento das boas práticas descritas neste documento.
*   Garantir a capacitação dos trabalhadores sob sua gestão.
*   Proibir a reutilização das embalagens, exceto quando admitido pelo fabricante.
*   Manter identificação e rotulagem original dos produtos químicos dos serviços de saúde.
*   Manter rotulada toda embalagem de produto químico fracionado.
*   Toda atividade envolvendo utilização de produtos químicos deve ser previamente autorizada pela chefia imediata.
*   Emitir permissão de trabalho sempre que for identificada uma ou mais das seguintes situações em atividades com produto químico:
    *   Quando a atividade com produto químico puder causar interferências ou gerar riscos de danos ou efeitos em terceiros, não envolvidos com a atividade;
    *   Quando as medidas de controle envolverem ou dependerem em parte ou totalmente de iniciativa/adesão/ação da chefia e/ou trabalhadores de outro setor;
    *   Quando, mesmo após implementação das medidas de controle constantes na análise de segurança de tarefa crítica, houver necessidade de ações complementares, que somente possam ser garantidas através da emissão da permissão de trabalho; e
    *   Quando houver solicitação expressa da Unidade de Saúde Ocupacional e Segurança do Trabalho.",64812,353,65165
"Quais são as características que o piso do local de armazenamento de produtos químicos deve apresentar, de acordo com o documento?","O piso do local de armazenamento de produtos químicos deve estar limpo, nivelado e possuir característica impermeável.",62928,29,62957
"Quais são os Equipamentos de Proteção Individual (EPIs) obrigatórios para manipulação de quimioterápicos, especificando o tipo de luva e o número de pares necessários?","Os Equipamentos de Proteção Individual (EPIs) obrigatórios para manipulação de quimioterápicos, conforme o texto, são:

*   **Avental cirúrgico com proteção contra produtos químicos:** Uso obrigatório durante manipulação e administração de quimioterápicos.
*   **Calçado de segurança:** Uso obrigatório durante o manuseio de produtos químicos (o que inclui quimioterápicos).
*   **Luvas cirúrgicas:** Uso obrigatório durante manipulação de quimioterápicos (dois pares).",49970,117,50087
"Quais são os itens que compõem o kit de segurança para derramamento de produtos químicos, de acordo com o documento?","O kit de segurança para derramamento de produtos químicos deve ser composto dos seguintes itens:
*   Óculos de segurança;
*   Avental impermeável;
*   Máscara respiratória para proteção contra particulados ou gases ácidos/vapores orgânicos, conforme o caso;
*   Luvas nitrílicas;
*   Dois sacos laranja de 100L;
*   Serragem ou mantas absorventes;
*   Vassoura;
*   Pá.",51004,92,51096
"De acordo com o documento, quais são os passos para guardar uma máscara N95/PFF2 para posterior reutilização, incluindo a higienização das mãos e o manuseio do envelope?","De acordo com os documentos, os passos para guardar uma máscara N95/PFF2 para posterior reutilização são:
1. Higienizar as mãos, conforme POP.CCIH.001.
2. Identificar o envelope com data e nome completo, deixando o envelope aberto.
3. Calçar luvas de procedimento.
4. Remover a máscara do rosto, retirando-a pelos elásticos. Tomar cuidado para não tocar na superfície interna, além de tocar o mínimo possível na superfície externa.
5. Acondicionar a máscara no interior do envelope sem tocar na superfície externa do mesmo. Os elásticos da máscara não deverão ficar dentro da embalagem.
6. Retirar as luvas e descartar em coletor de resíduo infectante.
7. Higienizar mãos, conforme POP.CCIH.001.
8. Fechar e guardar o envelope.",42780,181,42961
"Quais os percentuais que definem os níveis ótimo, bom, regular e ruim do Índice de Práticas Seguras (IPS), conforme o documento?","IPS ótimo: > 95%
IPS bom: de 86 a 95%
IPS regular: de 71 a 85%
IPS ruim: ≤ 70%",40938,19,40957
Qual o procedimento a ser seguido caso um colaborador apresente um atestado médico superior a 15 dias?,"Caso o atestado seja superior a 15 dias, o colaborador passará por consulta com a médica do trabalho para avaliação de atestado médico e será encaminhado para o INSS. A assistente social realizará todos os trâmites legais para o encaminhamento do colaborador, que será acompanhado pela assistente social e o enfermeiro de saúde mental via telefone até o seu retorno. Ao retornar, o colaborador deverá passar por avaliação ocupacional pela médica do trabalho. Se estiver apto para o retorno, será liberado para exercer suas atividades laborais. Caso contrário, a médica do trabalho e o enfermeiro de saúde mental discutirão novamente o caso e avaliarão a necessidade de avaliação da equipe multiprofissional do canal para os devidos encaminhamentos, seguindo os trâmites já mencionados.",115437,196,115633
