,pergunta,resposta,k_utilizado,num_chamadas,tokens_incremental,tokens_top50,economia_tokens,status
10,"De acordo com o documento, qual o procedimento a ser adotado pelo NAA quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência?","Quando a escala de trabalho é recebida após o dia 15 do mês antecedente à escala de referência, o NAA deve incluir o processo no bloco interno do SEI em pasta pré-criada, nomeando com anotações que indiquem ""Fora do Prazo"", baixar o arquivo PDF e arquivá-lo na estrutura Computador>NAA>Escalas Mensais>Ano Correspondente>Pasta da Unidade Correspondente, com o nome padronizado (ex.: Nome da unidade_Profissional_Mês_Ano). Em seguida, o processo é devolvido ao gestor com despacho padrão ""Entrega de Escala Fora do Prazo"", registra-se ""Fora do Prazo"" na planilha de controle de entrega de escalas, e a escala é arquivada, ficando o cadastramento dos horários no sistema sob responsabilidade do gestor.",5,2,16844,71390,0.7640565905589018,SUCESSO
11,"Descreva o procedimento para o tratamento de inconsistências encontradas nas escalas de trabalho, especificando as ações das chefias, os formulários utilizados e os departamentos envolvidos no processo de correção.","Quando são encontradas inconsistências nas escalas de trabalho pelo Núcleo de Apoio Assistencial (NAA), a escala é devolvida ao gestor (chefia imediata) para correção dentro de um prazo definido (72 horas para a maioria das unidades ou 96 horas para a Divisão de Enfermagem). A chefia deve corrigir as inconsistências, que incluem divergências entre os horários descritos na escala e os cadastrados no sistema SIGP/MENTORH, ausência de dados obrigatórios ou inconformidades com as normas de descanso. Para regularizar divergências de horários, a chefia deve solicitar a alteração formal utilizando o Formulário de Alteração de Horário Individual disponível no SEI, que deve ser preenchido com os dados completos do empregado e encaminhado à Unidade de Administração de Pessoal (UAP). Após as correções, a chefia deve lançar as alterações no sistema SIGP e enviar a escala atualizada via despacho no SEI até o quinto dia útil do mês subsequente para arquivamento. Os departamentos envolvidos no processo são o NAA (que realiza a verificação inicial), a chefia imediata (responsável pela correção), a UAP (que processa as alterações de horário) e a Divisão de Gestão de Pessoas (DIVGP), que gerencia o fluxo geral.",5,2,27353,51886,0.47282503950969434,SUCESSO
12,"Quais são os passos para inserir as escalas de trabalho nas pastas, após a criação das pastas anuais e mensais, de acordo com as instruções fornecidas?","Após a criação das pastas anuais e mensais, as escalas de trabalho em PDF recebidas via SEI devem ser baixadas e salvas no caminho: Computador > NAA > Escalas Mensais > Ano Correspondente > Pasta da Unidade Correspondente. Cada arquivo deve ser nomeado no formato: Nome da unidade_Profissional_Mês_Ano (exemplo: CLÍNICA_MÉDICA_ENF_FEV_2022).",5,2,16657,60866,0.7263332566621759,SUCESSO
13,"Qual o procedimento descrito no documento para anexar a Declaração de Dispensa no sistema SEI UFPel, após o preenchimento do formulário PROGEP: Requerimento de Benefícios?","Após preencher e assinar o formulário PROGEP: Requerimento de Benefícios, para anexar a Declaração de Dispensa, deve-se selecionar a opção “Incluir Documento”, escolher o Tipo do Documento: “Externo”, preencher na próxima tela o Tipo do Documento: “Declaração”, a data do documento, o Número/Nome na Árvore: “Justiça Eleitoral”, o formato, o nível de acesso e a hipótese legal, anexar o arquivo correspondente e confirmar os dados.",5,2,13738,91799,0.8503469536705193,SUCESSO
14,"Quais são os passos necessários para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo as ações para alteração de lotação e vacância?","Para cadastrar as permissões de um servidor RJU no sistema SIP para acesso ao SEI EBSERH, incluindo ações para alteração de lotação e vacância, siga estes passos:

1. **Cadastro do servidor no SIP**:  
   Acesse o sistema SIP, clique em ""Usuários"" e depois ""Novo"". Preencha os dados: Órgão (HE-UFPEL), Sigla (usuário do servidor, como acesso aos sistemas EBSERH ou e-mail institucional), Nome (nome completo), ID Origem (deixe em branco) e salve.

2. **Cadastro de permissões**:  
   Clique em ""Permissões"" e depois ""Nova"". Preencha: Órgão do Sistema (SEDE), Sistema (SEI), Órgão da Unidade (HE-UFPEL), Órgão do Usuário (HE-UFPEL), Perfil (Básica), Unidade (unidade de lotação do servidor), Usuário (sigla no formato nome.sobrenome) e salve.

3. **Para alteração de lotação**:  
   Na permissão vigente, inclua a data final e cadastre uma nova permissão com a unidade atualizada.

4. **Para vacância**:  
   Na permissão vigente, inclua a data final para desativar o acesso.",5,2,18244,67749,0.7307118924264564,SUCESSO
15,"Qual o prazo de entrega do formulário DIVGP – DASF – 001 Remanejamento Interno RJU ao Departamento de Apoio ao Servidor Federal (DivGP), contado a partir da data da efetiva mudança de lotação?",O formulário deve ser entregue no Departamento de Apoio ao Servidor Federal (DivGP) com 15 dias de antecedência da efetiva mudança de lotação.,5,2,7756,51753,0.8501342917318803,SUCESSO
16,"Qual o tempo médio de duração da higienização simples das mãos com água e sabonete, e qual o tempo médio da fricção antisséptica das mãos com preparações alcoólicas?","A higienização simples das mãos com água e sabonete tem duração média de 40 a 60 segundos, enquanto a fricção antisséptica das mãos com preparações alcoólicas dura em média 20 a 30 segundos.",5,2,5493,47893,0.8853068298081139,SUCESSO
17,"Qual o tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos na primeira cirurgia e nas cirurgias subsequentes, respectivamente, de acordo com o documento?",O tempo mínimo de fricção recomendado para a antissepsia cirúrgica das mãos é de 3 minutos para a primeira cirurgia e 2 minutos para as cirurgias subsequentes.,5,2,6792,42462,0.8400452168998163,SUCESSO
18,"Quais são as informações contidas na nota registrada no AGHU quando se trata de precaução de contato por bactéria multirresistente, de acordo com o documento?","A nota registrada no AGHU para precaução de contato por bactéria multirresistente deve conter: nome do microrganismo, sítio/material coletado, data da coleta e a observação ""REINTERNAÇÃO ATÉ XX/XX/XXXX (1 ano após coleta) EM PRECAUÇÃO DE CONTATO"".",5,2,12464,44565,0.7203186357006619,SUCESSO
19,"De acordo com o documento, qual o tempo de duração recomendado para a higiene das mãos com água e sabonete líquido e com preparação alcoólica, respectivamente?","A higiene das mãos com água e sabonete líquido deve durar 40 a 60 segundos, e com preparação alcoólica, 20 a 30 segundos.",5,2,4762,38257,0.8755260475207152,SUCESSO
20,"Quais são os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo, conforme descrito no documento?","Os materiais necessários para o processo de recebimento, conferência e armazenamento de medicamentos do Patrocinador do Estudo incluem: armário exclusivo para armazenamento, computador com internet, geladeira ou refrigeradores científicos (quando necessário), pasta de controle de lotes, termômetro, termo-higrômetro, datalogger de temperatura, blocos de gelo (gelox), caixa rígida térmica e caneta.",5,2,6024,46640,0.8708404802744425,SUCESSO
21,"De acordo com o documento, quais os equipamentos que devem ser de uso individual para cada paciente, e qual o procedimento caso não haja disponibilidade de material individual?","Os equipamentos que devem ser de uso individual para cada paciente são estetoscópio, esfigmomanômetro, termômetro e oxímetro. Na indisponibilidade de material individual, eles devem ser limpos e desinfetados com álcool 70% ou solução desinfetante padronizada para reutilização.",5,2,9413,61343,0.84655135875324,SUCESSO
22,"Quais são os materiais necessários para a implementação da precaução para gotículas, conforme descrito no documento?",Os materiais necessários para a implementação da precaução para gotículas são: água corrente; sabonete líquido ou preparação alcoólica; papel toalha; máscara cirúrgica descartável; equipamento de precaução padrão conforme o manual MA.HE.004; e placa de identificação da precaução.,5,2,7722,61401,0.8742365759515317,SUCESSO
23,"Quais são os Equipamentos de Proteção Individual (EPIs) necessários para a assistência a pacientes em precaução para aerossóis, conforme mencionado no documento?","Os Equipamentos de Proteção Individual (EPIs) necessários para a assistência a pacientes em precaução para aerossóis são luvas, avental, gorro, máscara N95 ou PFF2 e óculos de proteção.",10,3,38491,56213,0.3152651521889954,SUCESSO
24,"De acordo com o documento, quais são os passos a serem seguidos para a realização da tricotomia pré-operatória, incluindo a preparação do paciente e o descarte do material?","Conferir a identificação do paciente conforme protocolo; informar o paciente sobre o procedimento e a área a ser preparada; higienizar as mãos; providenciar iluminação adequada; manter a privacidade, expondo apenas a área a ser tricotomizada; proteger os lençóis da cama ou maca; calçar luvas; adaptar a lâmina descartável no tricotomizador e testar seu funcionamento; esticar a pele, manter o tricotomizador em ângulo de 15–30 graus e realizar a tricotomia sem pressionar com força; remover os pelos cortados com toalha de papel descartável; pressionar suavemente fita adesiva sobre a área para remover pelos residuais; encaminhar o paciente para banho de aspersão ou leito, higienizando a área com água morna e sabão antisséptico; substituir os lençóis da cama ou maca; dar destino adequado aos materiais utilizados; limpar o tricotomizador conforme instruções do fabricante; e registrar a técnica no prontuário, assinando e carimbando.",5,2,17712,60330,0.7064147190452511,SUCESSO
25,"Quais são os materiais necessários para a coleta de cultura de vigilância em recém-nascidos na UTI Neonatal, de acordo com o documento?","Os materiais necessários são: paramentação para precaução de contato (conforme manual MA.HE.004), coletor de secreção de vias aéreas, clorexidina aquosa ou degermante, etiqueta de identificação do paciente e local de coleta, gaze estéril, kit swab (swabs e tubos estéreis), pote de EQU, soro fisiológico 0,9% 100 mL e sonda de aspiração.",5,2,6794,64417,0.8945309467997579,SUCESSO
26,"De acordo com o documento, qual o procedimento a ser adotado para a coleta de amostra de paciente entubado para diagnóstico de infecções virais no trato respiratório superior?","Para pacientes entubados com casos graves, o procedimento indicado é a coleta de aspirado da secreção traqueal para diagnóstico de infecções virais no trato respiratório superior.",5,2,5274,39743,0.8672973857031427,SUCESSO
27,"De acordo com o documento, qual a solução recomendada para a nebulização em caso de coleta de escarro induzido, especificando a composição e advertindo sobre uma possível substância a ser evitada?","A solução recomendada é salina 3%, composta por 5 ml de Soro Fisiológico 0,9% e 0,5 ml de NaCl 20%. Deve-se evitar o uso de solução preparada com água destilada e NaCl devido ao risco de broncoespasmo.",5,2,6854,38144,0.8203125,SUCESSO
28,"De acordo com o documento, qual a ordem correta para a retirada dos Equipamentos de Proteção Individual (EPIs), após o procedimento de assistência ao paciente?","A ordem correta para a retirada dos EPIs é: primeiro as luvas, depois os óculos de proteção, em seguida a máscara e, por último, o avental descartável, seguindo-se o descarte adequado e a higienização das mãos.",5,2,5292,54706,0.9032647241618835,SUCESSO
29,"De acordo com o documento, qual a exceção à regra de troca de cateter, especificando o tipo de cateter e quem decide a frequência de troca?","A exceção à regra de troca é para o cateter de oxigênio tipo óculos, cuja troca deve ser realizada de acordo com a necessidade e avaliação do Enfermeiro, não seguindo a periodicidade padrão de 12 horas.",5,2,19659,47973,0.5902069914326808,SUCESSO
30,"Quais são os tipos de cirurgia considerados elegíveis para a busca pós-alta, conforme descrito no documento, e como essas cirurgias são definidas?","Os tipos de cirurgia considerados elegíveis para a busca pós-alta são cesariana e cirurgias limpas. Cirurgias limpas são definidas como aquelas realizadas em tecidos estéreis ou passíveis de descontaminação, na ausência de processo infeccioso e inflamatório local ou falhas técnicas grosseiras, são eletivas, com cicatrização de primeira intenção, sem drenagem aberta e sem penetração nos tratos digestivo, respiratório ou urinário.",5,2,5143,54296,0.9052784735523796,SUCESSO
31,"De acordo com o documento, quais são os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da Empresa Brasileira de Serviços Hospitalares – EBSERH?","Os objetivos do manual aplicável ao Hospital Escola da Universidade Federal de Pelotas (HE-UFPel) e setores sob gestão da EBSERH são identificar os perigos, riscos e medidas preventivas de controle nas atividades, assegurar que trabalhos potencialmente perigosos sejam executados dentro de padrões aceitáveis de segurança, e garantir a prévia coordenação e comunicação entre empregados, áreas solicitantes e executantes de serviços não rotineiros para evitar incidentes.",5,2,9682,69548,0.8607867947316961,SUCESSO
32,"Quais são as responsabilidades do Responsável pela área EBSERH, de acordo com o documento fornecido?","As responsabilidades do Responsável pela área EBSERH incluem: cumprir e fiscalizar as diretrizes do procedimento; acompanhar e orientar a equipe no seguimento das diretrizes, fornecendo os recursos necessários; validar a PTR com os responsáveis pela execução; comunicar envolvidos e gestores sobre a realização dos serviços; comunicar imediatamente ao responsável pela execução qualquer necessidade de mudanças no procedimento durante a execução; revisar e aprovar a ASTC com o responsável executante e profissional de segurança do trabalho; ser diretamente responsável pela área onde o trabalho será conduzido; conhecer e compreender o programa de trabalho e seu desenvolvimento; conhecer a área e os riscos potenciais associados ao processo e equipamentos; assegurar que todas as precauções de segurança sejam implementadas antes da assinatura e liberação da permissão; tornar a área segura para trabalho; garantir que o local seja inspecionado após a conclusão para verificar limpeza e retorno às condições normais; assinar a permissão na abertura e fechamento, certificando-se do cumprimento dos itens obrigatórios da PTR com inspeção in loco; e atentar às recomendações do serviço de Segurança do Trabalho, implementando ações preventivas ou corretivas necessárias.",5,2,7736,77876,0.9006625918126252,SUCESSO
33,"Quais são os exemplos de atividades rotineiras de baixo risco que são isentas de Permissão de Trabalho de Risco (PTR), de acordo com o documento?","Os exemplos de atividades rotineiras de baixo risco isentas de PTR são: atividades de almoxarifado, atividades médicas/assistenciais, transporte manual de peças, atividades rotineiras executadas dentro da oficina de manutenção/elétrica, e preservação e higienização de equipamentos estáticos.",5,2,7848,45904,0.8290345067967932,SUCESSO
34,"Quais são os documentos necessários para a execução de trabalhos a quente, conforme descrito no texto?","Para a execução de trabalhos a quente são necessários a abertura da PTR (Permissão de Trabalho de Risco), a elaboração da APR (Análise Preliminar de Risco) e o preenchimento do Formulário USOST-029 (Autorização para Trabalho a Quente).",5,2,8302,60889,0.8636535334789535,SUCESSO
35,"Quais são os procedimentos de encerramento da Permissão de Trabalho (PTR), incluindo o que acontece com as vias do documento após a conclusão do serviço, conforme descrito no documento?","Os procedimentos de encerramento da PTR incluem: após o término da atividade, organização e limpeza da frente de trabalho e retirada dos bloqueios utilizados (quando aplicável), os responsáveis pela área e pela execução devem assinar e datar o campo de encerramento. Após a conclusão do serviço, todas as vias originais da PTR devem ser entregues à USOST para arquivamento.",5,2,7158,59778,0.8802569507176553,SUCESSO
36,"Quais são as informações contidas nos formulários utilizados nas inspeções de Ordem, Limpeza e Arrumação (OLA), de acordo com o documento?","Os formulários de inspeção de OLA contêm campos para preencher: local, data da inspeção, responsável pelo local ou serviço, responsável pela inspeção, além de nota e comentários para cada item avaliado. A avaliação utiliza uma escala de notas (0, 4, 6, 8 e 10) conforme o nível de implementação de cada requisito.",5,2,6787,41429,0.8361775567838954,SUCESSO
37,"Quais são os exemplos de mistura química líquida, sólida e gasosa citados no documento?","Os exemplos citados são: para mistura líquida — hipoclorito, álcool, formaldeído; para mistura sólida — Barra funcional Violeta Genciana, sabão em barra, ácido peracético em pó; para mistura gasosa — ar comprimido, oxigênio comprimido, gás liquefeito de petróleo.",5,2,6180,46954,0.8683818205051753,SUCESSO
38,"Quais são as informações básicas do produto comercial que devem ser obtidas consultando a Ficha de Informação de Segurança de Produtos Químicos (FISPQ) e os rótulos, de acordo com o documento?","As informações básicas do produto comercial que devem ser obtidas consultando a FISPQ e os rótulos são: identificação do produto e da empresa, identificação dos perigos, composição e informação dos ingredientes, medidas de primeiros socorros, medidas de combate a incêndio, medidas de controle para derramamento ou vazamento, manuseio e armazenamento, controle da exposição e equipamentos de proteção individual, propriedades físico-químicas, estabilidade e reatividade, informações toxicológicas, informações ecológicas, considerações sobre tratamento e disposição, informações sobre transporte, regulamentações e outras informações.",5,2,11776,54471,0.7838115694589782,SUCESSO
39,"Quais são as ações obrigatórias a serem tomadas pela chefia imediata em relação ao manuseio de produtos químicos, de acordo com o documento?","A chefia imediata deve: autorizar previamente qualquer atividade com produtos químicos; emitir permissão de trabalho nas situações especificadas (como riscos a terceiros, dependência de ações de outros setores, necessidade de medidas complementares após análise de segurança ou solicitação expressa da USOST); exigir o cumprimento das boas práticas descritas; garantir a capacitação dos trabalhadores sob sua gestão; proibir a reutilização de embalagens, exceto quando admitido pelo fabricante; e manter a identificação e rotulagem original dos produtos, assim como a rotulagem de embalagens fracionadas.",5,2,23006,64805,0.6449965280456755,SUCESSO
40,"Quais são as características que o piso do local de armazenamento de produtos químicos deve apresentar, de acordo com o documento?","O piso do local de armazenamento de produtos químicos deve estar limpo, nivelado e possuir característica impermeável.",5,2,12634,62921,0.7992085313329413,SUCESSO
41,"Quais são os Equipamentos de Proteção Individual (EPIs) obrigatórios para manipulação de quimioterápicos, especificando o tipo de luva e o número de pares necessários?","Os Equipamentos de Proteção Individual (EPIs) obrigatórios para manipulação de quimioterápicos são: avental cirúrgico com proteção contra produtos químicos e luvas cirúrgicas, sendo necessários dois pares de luvas cirúrgicas.",5,2,12125,49963,0.7573204171086604,SUCESSO
42,"Quais são os itens que compõem o kit de segurança para derramamento de produtos químicos, de acordo com o documento?","O kit de segurança para derramamento de produtos químicos é composto por: óculos de segurança, avental impermeável, máscara respiratória para proteção contra particulados ou gases ácidos/vapores orgânicos (conforme o caso), luvas nitrílicas, dois sacos laranja de 100L, serragem ou mantas absorventes, vassoura e pá.",5,2,13007,50996,0.7449407796689936,SUCESSO
43,"De acordo com o documento, quais são os passos para guardar uma máscara N95/PFF2 para posterior reutilização, incluindo a higienização das mãos e o manuseio do envelope?","Os passos para guardar uma máscara N95/PFF2 para reutilização são: higienizar as mãos conforme POP.CCIH.001; identificar o envelope com data e nome completo, deixando-o aberto; calçar luvas de procedimento; remover a máscara pelos elásticos, evitando tocar na superfície interna e minimamente na externa; acondicionar a máscara no envelope sem tocar na superfície externa, mantendo os elásticos fora da embalagem; retirar e descartar as luvas em coletor de resíduo infectante; higienizar as mãos novamente conforme POP.CCIH.001; e, por fim, fechar e guardar o envelope.",5,2,9711,42773,0.7729642531503519,SUCESSO
44,"Quais os percentuais que definem os níveis ótimo, bom, regular e ruim do Índice de Práticas Seguras (IPS), conforme o documento?","Os percentuais que definem os níveis do Índice de Práticas Seguras (IPS) são: ótimo acima de 95%, bom de 86% a 95%, regular de 71% a 85% e ruim igual ou abaixo de 70%.",5,2,9740,40931,0.7620385526862281,SUCESSO
45,Qual o procedimento a ser seguido caso um colaborador apresente um atestado médico superior a 15 dias?,"O colaborador passará por consulta com a médica do trabalho para avaliação do atestado médico, será encaminhado para o INSS, e a assistente social realizará todos os trâmites legais para esse encaminhamento. Durante o afastamento, o colaborador será acompanhado pela assistente social e pelo enfermeiro de saúde mental via telefone. No retorno, deverá passar por avaliação ocupacional com a médica do trabalho. Se estiver apto, será liberado para retomar suas atividades; caso contrário, o caso será reavaliado conjuntamente pela médica do trabalho e pelo enfermeiro de saúde mental para os devidos encaminhamentos.",5,2,44776,115430,0.61209390972884,SUCESSO
46,"De acordo com o documento, quais são as responsabilidades da Unidade de Saúde Ocupacional e Saúde do Trabalhador (USOST) em relação ao controle das fichas de EPI?","A Unidade de Saúde Ocupacional e Saúde do Trabalhador (USOST) é responsável pelo controle das fichas de EPI, recolhendo-as periodicamente no Almoxarifado Central, organizando-as em ordem alfabética, confeccionando e entregando um protocolo de entrega à Unidade de Administração de Pessoal, e arquivando o protocolo de entrega.",5,2,18027,94150,0.8085289431757834,SUCESSO
47,"Quais são os objetivos da Gerência de Ensino e Pesquisa (GEP) no Hospital Escola da UFPel, conforme descrito no documento?",Os objetivos da Gerência de Ensino e Pesquisa (GEP) são: auxiliar na formação de recursos humanos nas atividades de ensino desenvolvidas no Hospital Escola; ampliar o conhecimento e inovação tecnológica por meio do incentivo à pesquisa; e favorecer o desenvolvimento de atividades de extensão universitária.,5,2,13786,77518,0.8221574344023324,SUCESSO
48,"Qual o endereço eletrônico para acessar a área de ensino do site do Hospital Escola, conforme descrito no documento?",https://www.gov.br/ebserh/pt-br/hospitais-universitarios/regiao-sul/he-ufpel/ensino-e-pesquisa,5,2,22076,69134,0.68067810339341,SUCESSO
49,Quais são os horários de funcionamento do restaurante Bandejão e quais os procedimentos para o agendamento das refeições de almoço aos domingos e feriados e jantar diariamente?,"O Restaurante Bandejão funciona para o almoço de segunda a sábado, das 11h30 às 14h. Para o almoço aos domingos e feriados, que é servido na copa do HE, é necessária adesão prévia, realizada no sábado ou na véspera do feriado. O jantar é servido diariamente das 20h às 22h na copa do HE, exigindo agendamento, que pode ser semanal (encaminhado até às 13h30 do dia do envio) ou diário (até às 13h30 do mesmo dia). Para confirmar o consumo nessas refeições com adesão, deve-se entrar em contato com a Copa Central pelo telefone 3284.4961 (externo) ou ramal 4961 (interno).",5,2,16985,61241,0.7226531245407488,SUCESSO
50,"Quais são os medicamentos que compõem o RHZE, utilizado no tratamento da tuberculose, e em quais dosagens são disponibilizados pelo hospital?","O RHZE disponibilizado pelo hospital é composto por Rifampicina 150mg, Isoniazida 75mg, Pirazinamida 400mg e Etambutol 275mg.",5,2,7059,39415,0.8209057465431941,SUCESSO
51,"De acordo com o documento, qual o procedimento para notificação de gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV?","Gestantes com diagnóstico prévio ou atual de sífilis, toxoplasmose e HIV devem ser notificadas pelo residente da obstetrícia, independentemente da realização de pré-natal ou de já terem sido notificadas anteriormente.",5,2,15416,65621,0.7650752045838984,SUCESSO
52,"Quais são as faixas etárias atendidas pelo Screening Tool for Risk on Nutritional Status and Growth (STRONGkids-2010), e como é o acompanhamento diário desses pacientes?","O STRONGkids-2010 é utilizado para pacientes acima de 1 mês de vida até 17 anos e 11 meses. O acompanhamento diário inclui visitas com avaliação da aceitação da dieta prescrita, avaliação de ingestão, análise da dieta, medidas antropométricas, acompanhamento de exames laboratoriais e adaptação da dieta via oral (consistência, preparações, suplementação, ajuste de necessidades nutricionais). Caso necessário, solicita-se avaliação da Equipe Multiprofissional de Terapia Nutricional para terapia enteral ou parenteral.",5,2,10214,51187,0.8004571473225623,SUCESSO
53,"Quais são os critérios de inelegibilidade para o Serviço de Atendimento Domiciliar (SAD), conforme descrito no documento?",Os critérios de inelegibilidade para o Serviço de Atendimento Domiciliar (SAD) são: residência fora dos limites de atuação do serviço (como zona rural ou municípios vizinhos); ausência de um cuidador disponível para receber orientações e auxiliar nos cuidados; local de moradia que ofereça risco à equipe; e não concordância com os termos de atuação da equipe conforme explicado na primeira avaliação.,5,2,8190,59159,0.8615595260230904,SUCESSO
54,"Quais escalas são utilizadas para avaliar o risco de quedas em pacientes adultos e crianças, respectivamente, e como são identificados os pacientes adultos com risco alto de quedas?",Para crianças é utilizada a Escala Humpty Dumpty e para adultos a Morse Fall Scale (MFS). Os pacientes adultos com risco alto de quedas são identificados com uma pulseira amarela.,5,2,13946,46628,0.7009093248691773,SUCESSO
55,"De acordo com o texto, qual a exigência do TCLE em relação ao fornecimento do documento original aos participantes da pesquisa, incluindo detalhes sobre assinaturas e rubricas?","O TCLE deve assegurar que o participante receba uma via original (não cópia) do documento, assinada pelo participante (ou seu representante legal) e pelo pesquisador, e rubricada em todas as páginas por ambos.",5,2,7648,63517,0.879591290520648,SUCESSO
56,"Quais documentos estão disponíveis no site do HE-UFPel para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos, conforme descrito no documento?","Os documentos disponíveis no site do HE-UFPel para pesquisas acadêmicas, científicas, relatos de casos e estudos clínicos são: Termo de Confidencialidade e Sigilo para Coleta de Dados; Termo de Compromisso de Devolução Científica (não necessário para estudos clínicos); Formulário de Solicitação para Consulta de Prontuários e Dados Institucionais (se necessário); Termo de Autorização de Chefia para Participação em Pesquisa (somente para empregados da EBSERH); Termo de Consentimento Livre e Esclarecido (TCLE) / Termo de Assentimento Livre e Esclarecido (TALE).",5,2,20743,52443,0.6044658009648571,SUCESSO
